action_p,action_q,P_pots,P_max,Q_max,P_plus,Q_plus,stat,feas,compl,sum
0.92577195,0.9218055,-0.5665864,0.10474515,-0.7680861,0.55726135,-0.9838103,4.3066964,0.0,0.002410285,4.309107
0.8761314,-0.463799,-0.18321621,0.6830485,0.3918568,0.87034905,0.56494975,1.6905149,0.0,0.00077582576,1.6912907
-0.8287064,0.2910365,0.8434876,-0.24622744,-0.42515904,-0.42410564,-0.8100027,0.20966405,0.0,0.0001224438,0.20978649
-0.092942655,-0.7784023,-0.68252355,0.32693923,-0.89544946,-0.63274735,0.35476375,1.7725747,0.0,0.000566469,1.7731411
0.13926947,0.98241746,0.3425343,-0.75938106,0.92864513,0.076762915,-0.020218968,0.68827474,0.0,0.00013068249,0.6884054
0.4558077,-0.6383463,0.50579035,-0.66042376,0.54599273,0.5025972,0.23170865,1.1323144,0.0,5.6764395e-05,1.1323712
-0.25298977,0.6223221,-0.47050422,0.22175682,-0.51272094,-0.1990847,-0.3932739,0.5487672,0.0,0.0013399645,0.5501072
-0.51243585,-0.072574675,0.004484415,-0.33007085,-0.04166746,-0.99851596,0.9418949,0.014545712,0.0,0.0003558503,0.014901562
0.7158623,0.18235159,-0.9694278,0.7721405,0.008502722,0.30376792,-0.6830577,2.6167324,0.0,0.003230297,2.6199627
0.60439587,-0.8929275,0.15902841,0.078648925,-0.36956435,0.1251682,0.003905058,1.9450444,0.0,0.00034846444,1.9453928
-0.6829462,0.8463774,-0.8193299,-0.52329755,0.33636892,-0.571625,-0.3711425,0.17633557,0.0,0.0007109443,0.17704652
-0.42664337,-0.33361906,0.65979815,0.9113214,0.8748677,-0.37206358,0.7912395,0.5199616,0.0,0.000407727,0.52036935
0.34894943,0.41142035,-0.31983995,-0.4710825,-0.8415652,0.9272852,-0.5837778,1.3784928,0.0,0.00062738336,1.3791202
0.056096673,-0.19250154,-0.52798736,-0.07787478,-0.6916095,0.4938661,0.66818464,0.6958463,0.0,0.00093869003,0.69678503
-0.22730106,0.05268967,0.4927312,0.5087147,0.7247745,-0.79765344,-0.9568329,0.004854377,0.0,0.00034946614,0.005203843
-0.97603476,-0.5028257,-0.02912432,-0.9316649,0.18899202,-0.0052877665,0.38084996,0.054537795,0.0,7.255914e-05,0.054610353
0.8034872,0.7363887,0.99409866,0.49739182,-0.22226357,0.69933367,-0.24419743,0.7369218,0.0,0.00015734832,0.73707914
0.87481904,-0.61683595,-0.78972685,-0.29989177,0.9483522,-0.8695574,-0.82706696,2.9787614,0.0,0.00065966434,2.9794211
-0.9202898,0.6321125,0.1997379,0.86354375,-0.9775499,0.4249009,0.5479499,1.3768845,0.0,0.0003153895,1.3771999
-0.15803647,-0.17221248,-0.29084903,-0.6940267,-0.45183778,0.6315882,-0.10076809,0.42066637,0.0,0.0003155254,0.42098188
0.10975909,0.06318331,0.70112014,0.12694156,0.48114204,-0.07792312,0.27427995,0.105243295,0.0,0.00044545802,0.10568875
0.2932402,-0.28213257,0.39733422,0.2930981,0.11452687,-0.5038801,-0.4699005,0.31405744,0.0,0.00055253116,0.31460997
-0.4980157,0.4531709,-0.61227787,-0.8549347,-0.08529872,0.1978041,0.15514731,0.13434152,0.0,0.0004495388,0.13479106
-0.73658717,-0.97569656,0.8980892,0.71250105,-0.6103091,0.9991877,-0.69619954,2.567482,0.0,2.686478e-05,2.567509
0.535107,0.7734057,-0.112802744,-0.15507424,0.58097386,-0.3030969,0.9288175,1.2030541,0.0,0.0009640649,1.2040181
0.6446489,-0.06160885,0.7987498,-0.96184754,-0.7814375,-0.12645698,-0.26522535,1.6866051,0.0,1.9269417e-05,1.6866244
-0.56804717,0.20311439,-0.20879096,0.40599263,0.752133,0.5703503,0.10975778,0.0022601215,0.0,0.0014862327,0.0037463543
-0.3223651,-0.74309444,0.29742813,-0.04427594,0.2866342,0.37274075,-0.5374227,0.09187877,0.0,0.00025844542,0.09213722
0.40201914,0.50783765,-0.7077303,0.6035335,-0.25743675,-0.9266196,0.8375293,1.3616552,0.0,0.0022326624,1.3638879
0.19486022,-0.8518787,-0.39024198,0.9451661,-0.1547069,-0.49307996,-0.9065553,1.121074,0.0,0.00070487085,1.1217788
-0.021703959,0.8991461,0.60521567,-0.37553298,0.18404186,0.79845417,0.7183969,0.548114,0.0,0.00022357795,0.5483376
-0.77495456,-0.4215442,-0.8895336,0.049200416,0.65219545,0.004134655,-0.13435781,0.01754967,0.0,0.0010304084,0.018580077
0.9455464,0.34302568,0.10427809,-0.61445427,-0.68142384,-0.7004999,0.49062514,2.4837713,0.0,0.00029754252,2.4840689
0.96602035,-0.092731416,-0.94468504,0.37796807,-0.4134894,-0.2759114,0.20053995,3.325048,0.0,0.002498994,3.327547
-0.76222444,0.17004251,0.034659386,-0.94174206,0.38033986,0.9570179,-0.42447358,0.0035660863,0.0,8.7940345e-05,0.0036540267
-0.0031154752,-0.6494726,-0.44348896,0.615914,0.9090408,0.2249552,0.97326386,0.4424234,0.0,0.0010284319,0.44345182
0.2055676,0.6034088,0.5332328,-0.04870683,-0.87575376,-0.54607654,-0.65177983,0.96237224,0.0,0.00016964553,0.9625419
0.3892969,-0.7594623,0.36832952,-0.40257692,-0.52461076,-0.096788764,0.59630346,1.4727366,0.0,0.00014094888,1.4728775
-0.3428465,0.9935118,-0.65337133,0.96429145,0.55779123,0.66641474,-0.77874005,0.4218923,0.0,0.0012335392,0.42312583
-0.5787624,-0.45146132,0.86749685,-0.60304683,0.027838826,0.406062,0.3235798,0.017652523,0.0,7.8576064e-05,0.017731098
0.62606776,0.31115925,-0.15279835,0.045742035,-0.061156392,-0.8346966,-0.05143392,1.2884116,0.0,0.0012906963,1.2897023
0.55368865,-0.52173334,0.9669144,0.85248697,0.3244791,-0.7203077,0.6368705,0.024505667,0.0,0.00026595197,0.02477162
-0.7258714,0.72525823,-0.056857824,-0.29650992,-0.35776597,0.03996396,-0.98811597,0.46737322,0.0,0.00026087716,0.4676341
-0.4775349,-0.20481443,0.4681574,0.15360427,-0.82222897,0.7786044,0.41199815,0.082228564,0.0,0.00021838675,0.08244695
0.30596197,0.032538295,-0.5578713,-0.71298397,0.85537875,-0.45726967,-0.21295816,1.3432019,0.0,0.00034231605,1.3435442
0.09905076,-0.31349856,-0.3441704,-0.8669639,0.73644423,-0.89848435,0.035037994,0.82759196,0.0,0.00012389635,0.8277159
-0.17662603,0.42376184,0.62918115,0.29745293,-0.70312643,0.32956052,-0.3399185,0.20374443,0.0,0.00024887183,0.2039933
-0.9330189,-0.88182986,-0.8448039,-0.1274314,-0.2418679,0.59850466,0.7599101,0.7928305,0.0,0.00046097828,0.7932915
0.85434604,0.86531544,0.13007534,0.6925632,0.20868766,-0.1695953,-0.6150762,1.3763763,0.0,0.0012125279,1.3775887
0.7849593,-0.9880104,-0.08243042,-0.5111612,-0.99728394,0.27719688,-0.43867028,4.623249,0.0,0.00011709386,4.6233664
-0.9868035,0.7532438,0.92217493,0.074462175,0.9679334,-0.9557399,0.1862855,0.7370691,0.005864193,0.00015645215,0.74308974
-0.24783576,-0.30103546,-0.5830797,-0.49886292,0.49269736,-0.22562909,-0.72750795,0.3350725,0.0,0.0004659657,0.33553845
0.043427825,0.44205463,0.42305338,0.93118274,-0.4634844,0.54540765,0.89747906,0.17079537,0.0,0.00054531655,0.17134069
0.359725,-0.1611234,0.72860813,0.51987803,-0.06584805,0.09599829,-0.8583601,0.13833423,0.0,0.00023763512,0.13857186
-0.4081239,0.08211851,-0.2639103,-0.08108902,0.09516764,-0.6672112,0.5166267,0.10573881,0.0,0.0009940705,0.10673288
-0.6702843,-0.5967032,0.22986686,0.47059202,0.5692136,-0.40490454,-0.06952256,0.10892314,0.0,0.0005074843,0.10943062
0.62493896,0.6444607,-0.764908,-0.9127837,-0.5983962,0.83585846,0.3054334,2.7197568,0.0,0.00034594582,2.7201028
0.6953211,-0.4326657,0.07537055,-0.2193206,0.77158356,0.7195194,-0.8753027,1.6384057,0.0,0.00026655578,1.6386722
-0.52509594,0.32412672,-0.9150841,0.6638471,-0.80079675,-0.040762603,0.74974155,0.2551207,0.0,0.001745272,0.25686598
-0.27151102,-0.8720364,0.57455266,-0.770682,-0.26919687,-0.77744865,-0.16556656,0.83187884,5.6336652e-05,2.8095648e-05,0.83196324
0.4450302,0.8868265,-0.41449636,0.3305652,0.29854715,0.45843327,0.45944643,1.3482134,0.0,0.0027042897,1.3509177
0.15193784,-0.73074436,-0.73765975,0.2496438,0.16430783,0.89977145,-0.29641885,1.0411389,0.0,0.0009453276,1.0420842
-0.07240832,0.5279671,0.27293086,-0.6806058,-0.13512558,-0.32828414,0.07859433,0.40364638,0.0,0.00024821665,0.4038946
-0.8179373,-0.042677343,-0.23647845,0.7598671,-0.66986865,-0.5991807,-0.50615484,0.07721856,0.0,0.00023589685,0.07745446
0.89465964,0.21420586,0.7714895,-0.32547188,0.6405488,0.1689285,0.8688892,1.4636099,0.0,0.00010153868,1.4637115
0.9130428,-0.6702697,0.47822344,-0.90379244,-0.011885703,0.48183405,-0.7073664,2.6766398,0.0,2.4314304e-05,2.676664
-0.8664716,0.59247005,-0.513265,0.46305025,0.045127034,-0.7852247,0.91762054,0.10579227,0.0,0.0015341329,0.1073264
-0.118104696,-0.1031515,0.97732973,-0.10231006,0.5093751,-0.017302573,-0.49763018,0.04572415,0.0,0.00032924276,0.04605339
0.16528535,0.14970338,-0.0126309395,0.5464549,-0.5425094,0.7116842,0.12732565,0.30989677,0.0,0.0010558724,0.31095263
0.4896356,-0.49328482,-0.83570683,0.8772466,-0.92426145,0.14545429,-0.12066996,2.2199755,0.0,0.0013089144,2.2212844
-0.2859648,0.25972342,0.175681,-0.44250077,0.8910507,-0.5913313,0.25428605,0.2737717,0.0,0.0003604784,0.2741322
-0.5423881,-0.8114168,-0.33469385,0.117144704,0.4294579,-0.35169923,-0.83040607,0.12973458,0.0,0.00047845065,0.13021302
0.7449616,0.9512303,0.6744375,-0.54751134,-0.39635372,0.9075618,0.5445807,2.6938634,0.0,7.6112796e-05,2.6939394
0.57542026,-0.22551954,-0.48531425,-0.36573613,0.22560966,0.5219315,-0.14566904,1.7718546,0.0,0.00072657084,1.7725812
-0.6528703,0.021506548,0.5203248,0.7986512,-0.19247514,-0.2177782,0.479344,0.3653072,0.0,0.00040197576,0.3657092
-0.39379197,-0.5323075,-0.98588675,-0.6281576,-0.7213912,-0.979153,-0.93450683,0.7383772,0.0,0.00022827488,0.7386055
0.3149978,0.70507216,0.02115798,0.1918093,0.68815017,0.28498483,0.69053733,0.5373222,0.0,0.0013694246,0.53869164
0.02995801,-0.9235003,0.82668626,0.35322845,0.83726656,0.85925734,-0.5575465,0.022422407,0.0,0.0001085284,0.022530936
-0.20226169,0.8137256,-0.16662937,-0.7958019,-0.8703705,-0.4126783,0.8174975,1.6994516,0.0,0.00027346512,1.699725
-0.9381469,-0.36554605,0.32811236,0.6523917,-0.34075236,-0.64374936,-0.26870883,0.4766394,0.0,0.00020154178,0.47684094
0.7666986,0.38157237,-0.66782594,-0.21422797,0.37396336,0.08816171,0.10630441,2.3673341,0.0,0.0015903021,2.3689244
0.835986,-0.25301677,0.61963,0.020614743,-0.5844344,-0.48066735,0.961179,1.0422579,0.0,0.00025845759,1.0425164
-0.8845073,0.48827195,-0.40493184,-0.58037615,0.6136931,0.7863773,-0.66386473,0.021661494,0.0,0.00041380528,0.0220753
-0.13089174,-0.9423121,0.121071815,0.96937656,0.0818162,0.016503334,0.23630643,0.4982097,0.0,0.0006072255,0.49881694
0.08566487,0.80080485,-0.9061127,-0.41402495,-0.111181974,-0.7124719,-0.38870704,1.3133736,0.0,0.0011539415,1.3145275
0.26133394,-0.5823453,-0.19232428,-0.009930432,-0.47674435,-0.14611834,0.36715877,0.99562776,0.0,0.0006743424,0.9963021
-0.463058,0.6608621,0.7820686,0.5756576,0.44745505,0.5906526,-0.007854879,0.26315022,0.0,0.00041865403,0.26356888
-0.7086176,-0.14420295,-0.6929125,-0.99958444,0.9820478,0.3529744,0.5920311,0.035261717,0.0,0.00013002753,0.035391744
0.504086,0.09693396,0.28288603,0.4304241,-0.9526519,-0.9062735,-0.7830124,0.54193497,0.0,0.0003283988,0.5422634
0.6755481,-0.82386565,-0.59743154,0.7489176,0.6849061,-0.5226011,0.39966893,1.7919072,0.0,0.0018986238,1.7938058
-0.5961385,0.9328927,0.38270247,-0.18135965,-0.6555406,0.21710503,-0.22528732,1.5576094,0.0,0.00023895988,1.5578485
-0.3572011,-0.38705754,-0.09643334,0.26109493,-0.18058157,0.9804342,0.6723931,0.032132294,0.0,0.00073397794,0.032866273
0.43404722,0.37177885,0.8814442,-0.82427365,0.1513226,-0.28370255,-0.95259345,1.0832573,0.0,3.1682084e-05,1.083289
0.21907532,-0.028228462,0.21651447,-0.72053313,0.25293863,-0.85809654,0.8032452,0.74251646,0.0,0.0001733919,0.74268985
-0.04872793,0.23051715,-0.80622774,0.16260302,-0.28233474,0.41383684,-0.57174116,0.62084293,0.0,0.0019973922,0.62284034
-0.8108579,-0.7139751,0.71563554,-0.26994056,-0.75653094,0.64295554,0.030521274,1.0165832,0.0,5.5068333e-05,1.0166383
0.98425853,0.54293466,-0.30557895,0.8312733,0.78582,-0.08895481,-0.34443516,1.9953583,0.0,0.0030349575,1.9983933
0.9688026,-0.34311008,0.22622168,-0.42196876,-0.8837082,0.06880534,0.6580827,2.3526614,0.0,0.00019913109,2.3528605
-0.7985733,0.42158282,-0.75342023,0.9914954,0.9169493,-0.6396518,-0.9668694,0.12422991,0.0,0.0010477839,0.1252777
-0.060581326,-0.8990616,0.72545195,-0.5679958,0.38803327,-0.4322769,0.3829553,0.3692011,1.0548575e-07,5.2131567e-05,0.36925334
0.23410785,0.85184014,-0.2529102,0.0028790236,-0.4211678,0.8631089,-0.2420277,1.5740409,0.0,0.0013505031,1.5753914
0.42539382,-0.50792205,-0.5877315,0.42108023,-0.053408146,0.31238163,0.0138219595,1.312996,0.0,0.0014903657,1.3144864
-0.34586555,0.74313307,0.43548763,-0.97704214,0.020197153,-0.9908027,-0.36116123,0.376957,0.0,3.6604248e-05,0.3769936
-0.60705066,-0.20303005,-0.08659458,0.588469,0.5498153,-0.19062364,0.78894913,0.05854404,0.0,0.0010607388,0.05960478
0.6837704,0.061570168,0.9341202,-0.029073834,-0.51671135,0.51003575,-0.5860028,0.67828196,0.0,0.000103504644,0.6783855
0.5114882,-0.77336705,-0.24891657,-0.8397248,0.8474395,0.9349526,0.21935248,1.7567954,0.0,6.383432e-05,1.7568592
-0.713331,0.97561216,0.7761451,0.27802575,-0.81430525,-0.363343,-0.40569538,2.4138842,0.0006119133,0.00016753691,2.4146638
-0.4587682,-0.45320946,-0.74960923,-0.17026109,-0.3500573,-0.5641712,0.94662833,0.3144713,0.0,0.000575623,0.31504694
0.25436282,0.28221703,0.27709842,0.7275808,0.31681597,0.13355303,-0.67838866,0.20168453,0.0,0.00059705967,0.2022816
0.08625877,-0.063144684,0.5630611,0.81722975,0.21642065,0.6923224,0.57749474,0.051044073,0.0,0.00041553393,0.051459607
-0.1346618,0.17212808,-0.4108473,-0.25344074,-0.24952483,-0.013199508,-0.79752207,0.36510873,0.0,0.0008587601,0.36596748
-0.8811682,-0.6321511,0.064367056,0.17327821,-0.7111176,-0.8048173,0.35021913,0.6833504,0.0,0.0001400852,0.68349046
0.83581555,0.61692035,-0.9119237,-0.74047,0.7443284,0.48567963,-0.02482891,2.9832518,0.0,0.00057913736,2.983831
0.7802348,-0.73641115,0.86385167,0.55517316,-0.45576835,-0.06947756,-0.9194679,1.0098349,0.0011724475,0.00011392765,1.0111213
-0.9524121,0.50292444,-0.14131057,-0.12419623,0.4850273,0.6389812,0.7055496,0.1164092,0.0,0.0011214855,0.11753068
-0.18841976,-0.05266726,0.36517334,0.450956,0.9599863,0.43356013,-0.12920332,0.11610231,0.0,0.0006442678,0.116746575
0.016852856,0.19240284,-0.64237124,-0.8853357,-0.98935187,-0.8618286,0.495844,0.80968094,0.0,0.0002526205,0.80993354
0.32557094,-0.41144282,-0.4481408,-0.5383621,-0.60637903,-0.31122214,-0.2522574,1.3264679,0.0,0.00048580513,1.3269536
-0.40314686,0.3337177,0.54566705,0.09385097,0.57709,0.99196255,0.1227901,0.014979396,0.0,0.00038387236,0.015363269
-0.6439465,-0.84635496,-0.9488492,-0.45599496,0.10289371,0.1898315,-0.5425219,0.46682093,0.0,0.0003499547,0.4671709
0.56527054,0.8928288,0.046604633,0.89612675,-0.07349759,-0.5108305,0.83249545,1.1376271,0.0,0.0014906242,1.1391177
0.7394849,-0.18225282,-0.85724205,0.20657003,0.30624795,-0.933799,-0.48140478,2.4445791,0.0,0.0027203008,2.4472995
-0.53568834,0.07255232,0.13473094,-0.645344,-0.27688217,0.36450875,0.1435777,0.03045632,0.0,0.00025684468,0.030713163
-0.2922336,-0.6224208,-0.35611987,0.7873504,-0.8087591,0.56338453,-0.6925678,0.75295043,0.0,0.00052802666,0.75347847
0.49468887,0.6383687,0.6333487,-0.34514314,0.77950037,-0.13435322,0.93238485,0.7553718,0.0,0.00021124417,0.75558305
0.16276598,-0.9823188,0.45666587,-0.19989073,0.63258123,-0.6930001,-0.81562173,0.51964235,0.014561613,0.00013130382,0.53433526
-0.11632103,0.7783799,-0.5542222,0.63660526,-0.6619771,0.012534499,0.5593307,1.2388971,0.0,0.001772757,1.2406698
-0.8678317,-0.2911352,0.9559109,-0.805695,-0.12738425,0.80610657,-0.10445887,0.08866584,0.0,4.1390504e-05,0.08870723
0.9151311,0.4638214,-0.053697407,0.37339032,0.15667355,-0.4844054,0.2705238,1.6326122,0.0,0.0016610706,1.6342733
0.90214956,-0.9218441,-0.69658756,0.9203235,-0.5348236,-0.1734373,-0.1805951,3.9191623,0.0,0.00087753794,3.92004
-0.8227459,0.8428829,0.29434395,-0.47776556,0.5016738,0.6180937,0.4444523,0.16233662,0.0,0.0003457826,0.1626824
-0.068152726,-0.35160935,-0.19551164,0.08966637,0.037210703,0.32548392,-0.8917578,0.29992688,0.0,0.0006480064,0.30057487
0.14499342,0.39931893,0.79303753,-0.527845,-0.0039238334,-0.87914896,0.7332597,0.36750692,0.0,0.00010477394,0.3676117
0.44565845,-0.24287194,0.11644983,-0.92321193,-0.40424573,-0.44536436,-0.52262425,1.4137366,0.0,8.605714e-05,1.4138227
-0.2753079,0.008149028,-0.89364856,0.49028182,0.43742597,0.7514403,0.85239303,0.38164952,0.0,0.0023183357,0.38396785
-0.5218447,-0.5618012,0.615497,-0.06728476,0.8986845,0.05163467,-0.3114617,0.10308138,0.0,0.0002727826,0.10335416
0.695246,0.7027725,-0.39295542,0.50361764,-0.9320023,-0.7477254,0.06358588,2.5705278,0.0,0.0016618959,2.5721896
0.60938764,-0.47583896,0.7031672,0.31793594,0.69582057,-0.8227896,-0.7437151,0.5054792,0.0024594155,0.00025511807,0.50819373
-0.657912,0.27310574,-0.30095357,-0.75269735,-0.72910774,0.37889624,0.8812375,0.080419,0.0,0.00028220986,0.08070121
-0.41995072,-0.7819593,0.20453417,0.67203224,-0.20040673,0.6780833,-0.45345086,0.44016066,0.0,0.0003194515,0.4404801
0.3747232,0.9534403,-0.802091,-0.24168062,0.23355627,-0.1242044,0.17153168,1.8387015,0.0,0.0020067333,1.8407083
0.03474772,-0.67190105,-0.10789466,-0.33852464,0.3660866,-0.5499164,-0.084317446,0.4865042,0.0,0.00039160604,0.4868958
-0.23646575,0.5634062,0.8851235,0.7792517,-0.33276904,0.24454212,0.29066527,0.40337318,0.0,0.00034761117,0.4037208
-0.9976202,-0.117177844,-0.6084043,-0.671013,-0.86272144,0.9529396,-0.8745816,0.061926566,0.0,0.00020575423,0.06213232
0.79309404,0.13192058,0.3858937,0.22685266,0.82954097,-0.25657433,0.50037086,1.0580736,0.0,0.00069443043,1.058768
0.848835,-0.002662897,-0.3383689,-0.037164688,-0.11910617,0.17263961,0.4262904,2.148177,0.0,0.0010672043,2.149244
-0.92629236,0.23663819,0.68589544,0.5950798,0.08975589,-0.61888295,-0.19869256,0.6942816,0.0,0.000380615,0.6946622
-0.18280697,-0.6926334,-0.8388942,-0.95675176,0.6213558,-0.32431936,0.653566,0.53423727,0.0,0.00011456632,0.5343518
0.104008675,0.55240977,0.18664992,0.3954034,-0.5921426,0.88030374,-0.9713862,0.5047551,0.0,0.00040801655,0.5051631
0.30335474,-0.833979,0.97270775,0.055884123,-0.9449945,0.44664168,0.7766199,1.7198739,0.0,6.7183144e-05,1.7199411
-0.47565597,0.911216,-0.0001668334,-0.62345755,0.97431433,-0.75015414,-0.5983321,0.05418823,0.0,0.00019205935,0.05438029
-0.7271973,-0.39259797,0.47409046,0.9497129,0.43957138,-0.052300513,0.04934454,0.5356416,0.0,0.0004965692,0.5361382
0.55575025,0.3466127,-0.50128853,-0.3865493,-0.46875364,0.7470484,-0.3256386,1.7331802,0.0,0.0010911075,1.7342713
0.6396307,-0.57232535,0.31564403,-0.7011367,0.14341366,0.82406855,0.9902073,1.6406276,0.0,3.9946925e-05,1.6406676
-0.59306204,0.68251395,-0.66320056,0.13539457,-0.17262661,-0.3776117,-0.63480973,0.27865502,0.0,0.001107986,0.279763
-0.32910007,-0.13862628,0.81470597,-0.30498886,-0.6478627,-0.67875123,0.21508014,0.0062987064,0.0,0.00010106953,0.006399776
0.37627947,0.12218976,-0.16249263,0.8741337,0.6772132,0.12352955,-0.40996766,0.57370156,0.0,0.0014575957,0.57515913
0.21623611,-0.27860713,-0.99734807,0.70581806,0.79346216,0.5491209,0.3381343,1.4532007,0.0,0.002350267,1.4555509
-0.012557983,0.48205745,0.024837255,-0.14607209,-0.7642797,-0.24533355,-0.036913693,0.58609736,0.0,0.00059412373,0.5866915
-0.75332737,-0.9635641,-0.49628693,0.28855062,-0.29023367,-0.9517768,0.6132612,1.0996678,0.0,0.00031251693,1.0999804
0.95590496,0.79136586,0.52351606,-0.84391725,0.2609141,0.25773084,-0.76175565,2.7221074,0.0,5.189383e-05,2.7221594
0.945137,-0.542897,-0.42727953,0.14655411,0.5210109,0.70329964,-0.553915,2.5750284,0.0,0.00088052015,2.575909
-0.7718544,0.7138916,0.579769,-0.7043471,-0.55431336,-0.02475667,0.82107127,0.66054344,0.0,0.000110726025,0.6606542
-0.025227487,-0.23055488,-0.926707,0.8473301,-0.015814722,-0.7939449,-0.2802148,0.75432575,0.0,0.0019133576,0.7562391
0.19570065,0.028311849,0.07893586,-0.28610384,0.049010158,0.4741664,0.0947417,0.60246545,0.0,0.0006309261,0.60309637
0.3947996,-0.37174118,0.7616887,-0.133932,0.4178226,0.9157479,-0.14936346,0.5357133,0.0,0.000132068,0.5358454
-0.31832373,0.3869741,-0.23424566,0.7016275,-0.38455105,-0.34453517,0.47559285,0.1057332,0.0,0.0011363925,0.10686959
-0.57251966,-0.9329303,0.26026273,-0.87169385,-0.9203335,-0.5834197,-0.9230639,2.069392,0.0,1.055881e-05,2.0694025
0.6522919,0.8239491,-0.7330491,0.30840814,0.8871685,0.15246582,0.70192266,1.9897197,0.0,0.0027487122,1.9924685
0.5430895,-0.09701741,0.41875303,0.62296295,-0.7487111,0.29222524,-0.11550951,0.41489235,0.0,0.00043680606,0.41532916
-0.74773926,0.14424062,-0.57121146,-0.057342887,0.7155154,-0.9709821,0.2595042,0.1309559,0.0,0.0009086302,0.13186453
-0.48643267,-0.6607787,0.91964674,0.38312614,0.24522507,-0.21087343,-0.8433113,0.23173398,0.0051092594,0.00026380923,0.23710705
